timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-06-12 14:00:00,6.7,6.71,6.71,6.69,234.0,0.01,0.15,6.704,6.7,6.684,151.8,163.94,223.87,0.01
2018-06-12 14:05:00,6.71,6.73,6.72,6.69,647.0,0.01,0.15,6.706,6.703,6.687,269.6,219.44,252.22,0.02
2018-06-12 14:10:00,6.73,6.73,6.71,6.71,183.0,-0.02,-0.3,6.71,6.704,6.6895,284.4,231.74,259.32,0.01
2018-06-12 14:15:00,6.71,6.71,6.71,6.7,220.0,0.0,0.0,6.71,6.705,6.6925,293.0,249.74,260.42,0.01
2018-06-12 14:20:00,6.71,6.72,6.71,6.7,197.0,0.0,0.0,6.712,6.706,6.696,296.2,233.24,265.67,0.01
2018-06-12 14:25:00,6.71,6.71,6.71,6.71,50.0,0.0,0.0,6.712,6.708,6.699,259.4,205.6,254.77,0.0
2018-06-12 14:30:00,6.71,6.72,6.72,6.7,50.0,0.01,0.15,6.712,6.709,6.702,140.0,204.8,253.82,0.0
2018-06-12 14:35:00,6.72,6.72,6.7,6.7,312.0,-0.02,-0.3,6.71,6.71,6.704,165.8,225.1,258.87,0.01
2018-06-12 14:40:00,6.7,6.71,6.7,6.7,283.0,0.0,0.0,6.708,6.709,6.704,178.4,235.7,238.17,0.01
2018-06-12 14:45:00,6.7,6.71,6.7,6.7,136.0,0.0,0.0,6.706,6.709,6.704,166.2,231.2,232.52,0.0
2018-06-12 14:50:00,6.7,6.71,6.7,6.69,787.0,0.0,0.0,6.704,6.708,6.704,313.6,286.5,225.22,0.03
2018-06-12 14:55:00,6.7,6.7,6.69,6.69,542.0,-0.01,-0.15,6.698,6.705,6.704,412.0,276.0,247.72,0.02
2018-06-12 15:00:00,6.69,6.7,6.7,6.69,178.27,0.01,0.15,6.698,6.704,6.704,385.25,275.53,253.63,0.01
2018-06-13 09:35:00,6.67,6.68,6.67,6.66,426.0,0.0,0.0,6.692,6.7,6.7025,413.85,296.13,272.93,0.01
2018-06-13 09:40:00,6.67,6.68,6.68,6.66,441.0,0.01,0.15,6.688,6.697,6.7015,474.85,320.53,276.88,0.01
2018-06-13 09:45:00,6.68,6.68,6.66,6.66,391.0,-0.02,-0.3,6.68,6.692,6.7,395.65,354.63,280.11,0.01
2018-06-13 09:50:00,6.66,6.66,6.65,6.64,564.0,-0.01,-0.15,6.672,6.685,6.697,400.05,406.03,305.41,0.02
2018-06-13 09:55:00,6.65,6.65,6.64,6.64,234.0,-0.01,-0.15,6.66,6.679,6.6945,411.2,398.23,311.66,0.01
2018-06-13 10:00:00,6.64,6.65,6.65,6.64,368.0,0.01,0.15,6.656,6.674,6.6915,399.6,406.73,321.21,0.01
2018-06-13 10:05:00,6.65,6.65,6.64,6.64,451.0,-0.01,-0.15,6.648,6.668,6.6885,401.6,438.23,334.71,0.02
2018-06-13 10:10:00,6.63,6.64,6.6,6.58,2012.0,-0.03,-0.45,6.636,6.658,6.683,725.8,560.73,423.61,0.07
2018-06-13 10:15:00,6.6,6.62,6.62,6.6,493.49,0.02,0.3,6.63,6.651,6.678,711.7,555.88,415.94,0.02
2018-06-13 10:20:00,6.62,6.63,6.63,6.62,184.0,0.01,0.15,6.628,6.644,6.674,701.7,556.45,415.99,0.01
2018-06-13 10:25:00,6.63,6.63,6.62,6.62,79.0,-0.01,-0.15,6.622,6.639,6.6695,643.9,521.75,408.94,0.0
2018-06-13 10:30:00,6.62,6.63,6.63,6.61,100.0,0.01,0.15,6.62,6.634,6.6655,573.7,487.65,404.09,0.0
2018-06-13 10:35:00,6.63,6.65,6.65,6.61,1096.0,0.02,0.3,6.63,6.633,6.6625,390.5,558.15,456.39,0.04
2018-06-13 10:40:00,6.65,6.65,6.64,6.63,198.0,-0.01,-0.15,6.634,6.632,6.6585,331.4,521.55,463.79,0.01
2018-06-13 10:45:00,6.64,6.64,6.63,6.63,226.0,-0.01,-0.15,6.634,6.631,6.655,339.8,520.75,459.49,0.01
2018-06-13 10:50:00,6.63,6.65,6.63,6.63,115.0,0.0,0.0,6.636,6.629,6.6515,347.0,495.45,451.09,0.0
2018-06-13 10:55:00,6.63,6.65,6.64,6.63,218.0,0.01,0.15,6.638,6.629,6.6485,370.6,472.15,455.19,0.01
2018-06-13 11:00:00,6.64,6.65,6.63,6.63,339.0,-0.01,-0.15,6.634,6.632,6.645,219.2,304.85,432.79,0.01
2018-06-13 11:05:00,6.63,6.65,6.65,6.63,78.0,0.02,0.3,6.636,6.635,6.643,195.2,263.3,409.59,0.0
2018-06-13 11:10:00,6.65,6.65,6.65,6.64,84.0,0.0,0.0,6.64,6.637,6.6405,166.8,253.3,404.87,0.0
2018-06-13 11:15:00,6.65,6.66,6.64,6.64,341.0,-0.01,-0.15,6.642,6.639,6.639,212.0,279.5,400.62,0.01
2018-06-13 11:20:00,6.64,6.65,6.65,6.64,14.0,0.01,0.15,6.644,6.641,6.6375,171.2,270.9,379.27,0.0
2018-06-13 11:25:00,6.65,6.65,6.63,6.63,195.0,-0.02,-0.3,6.644,6.639,6.636,142.4,180.8,369.47,0.01
2018-06-13 11:30:00,6.65,6.65,6.62,6.62,278.0,-0.03,-0.45,6.638,6.637,6.6345,182.4,188.8,355.17,0.01
2018-06-13 13:05:00,6.63,6.63,6.6,6.6,772.0,-0.03,-0.45,6.628,6.634,6.6325,320.0,243.4,382.07,0.03
2018-06-13 13:10:00,6.61,6.63,6.61,6.6,190.0,0.0,0.0,6.622,6.632,6.6305,289.8,250.9,373.17,0.01
2018-06-13 13:15:00,6.61,6.62,6.62,6.61,101.0,0.01,0.15,6.616,6.63,6.6295,307.2,239.2,355.67,0.0
2018-06-13 13:20:00,6.62,6.62,6.61,6.61,32.0,-0.01,-0.15,6.612,6.628,6.63,274.6,208.5,256.67,0.0
2018-06-13 13:25:00,6.61,6.61,6.6,6.6,173.0,-0.01,-0.15,6.608,6.623,6.629,253.6,218.0,240.65,0.01
2018-06-13 13:30:00,6.61,6.63,6.63,6.6,520.0,0.02,0.3,6.614,6.621,6.629,203.2,261.6,257.45,0.02
2018-06-13 13:35:00,6.63,6.63,6.62,6.62,266.0,-0.01,-0.15,6.616,6.619,6.629,218.4,254.1,266.8,0.01
2018-06-13 13:40:00,6.62,6.63,6.63,6.62,53.0,0.01,0.15,6.618,6.617,6.629,208.8,258.0,264.45,0.0
2018-06-13 13:45:00,6.63,6.63,6.62,6.62,102.0,-0.01,-0.15,6.62,6.616,6.6275,222.8,248.7,214.75,0.0
2018-06-13 13:50:00,6.62,6.64,6.64,6.62,207.0,0.02,0.3,6.628,6.618,6.6275,229.6,241.6,215.2,0.01
2018-06-13 13:55:00,6.64,6.65,6.64,6.64,270.0,0.0,0.0,6.63,6.622,6.628,179.6,191.4,217.4,0.01
2018-06-13 14:00:00,6.64,6.65,6.64,6.64,166.0,0.0,0.0,6.634,6.625,6.6285,159.6,189.0,219.95,0.01
2018-06-13 14:05:00,6.64,6.64,6.63,6.63,423.0,-0.01,-0.15,6.634,6.626,6.628,233.6,221.2,230.2,0.01
2018-06-13 14:10:00,6.63,6.63,6.63,6.63,371.0,0.0,0.0,6.636,6.628,6.628,287.4,255.1,231.8,0.01
2018-06-13 14:15:00,6.63,6.64,6.61,6.61,547.0,-0.02,-0.3,6.63,6.629,6.626,355.4,292.5,255.25,0.02
2018-06-13 14:20:00,6.61,6.62,6.61,6.6,187.0,0.0,0.0,6.624,6.627,6.624,338.8,259.2,260.4,0.01
2018-06-13 14:25:00,6.61,6.63,6.62,6.61,85.0,0.01,0.15,6.62,6.627,6.623,322.6,241.1,247.6,0.0
2018-06-13 14:30:00,6.62,6.62,6.6,6.6,300.0,-0.02,-0.3,6.614,6.624,6.6205,298.0,265.8,261.9,0.01
2018-06-13 14:35:00,6.6,6.61,6.6,6.59,1177.0,0.0,0.0,6.608,6.622,6.619,459.2,373.3,311.0,0.04
2018-06-13 14:40:00,6.59,6.6,6.58,6.57,790.51,-0.01,-0.15,6.602,6.616,6.617,507.9,431.65,336.63,0.03
2018-06-13 14:45:00,6.57,6.58,6.58,6.55,916.0,0.01,0.15,6.596,6.61,6.616,653.7,496.25,343.83,0.03
2018-06-13 14:50:00,6.57,6.58,6.57,6.57,339.0,0.0,0.0,6.586,6.603,6.614,704.5,513.55,351.28,0.01
2018-06-13 14:55:00,6.57,6.57,6.54,6.53,2477.0,-0.03,-0.46,6.574,6.594,6.61,1139.9,718.95,470.08,0.08
2018-06-13 15:00:00,6.54,6.54,6.49,6.49,1138.0,-0.05,-0.76,6.552,6.58,6.604,1132.1,795.65,525.38,0.04
2018-06-14 09:35:00,6.48,6.54,6.53,6.44,720.0,0.05,0.77,6.542,6.572,6.6005,1118.0,812.95,552.73,0.02
2018-06-14 09:40:00,6.53,6.54,6.52,6.49,549.0,-0.01,-0.15,6.53,6.563,6.595,1044.6,849.15,554.18,0.02
2018-06-14 09:45:00,6.52,6.52,6.48,6.47,667.0,-0.04,-0.61,6.512,6.549,6.588,1110.2,907.35,574.23,0.02
2018-06-14 09:50:00,6.48,6.48,6.48,6.46,1279.0,0.0,0.0,6.5,6.537,6.5805,870.6,1005.25,635.53,0.04
2018-06-14 09:55:00,6.48,6.51,6.51,6.48,385.35,0.03,0.46,6.504,6.528,6.575,720.07,926.09,649.69,0.01
2018-06-14 10:00:00,6.51,6.55,6.55,6.5,600.0,0.04,0.61,6.508,6.525,6.5705,696.07,907.04,669.34,0.02
2018-06-14 10:05:00,6.55,6.55,6.52,6.52,213.0,-0.03,-0.46,6.508,6.519,6.5645,628.87,836.74,666.49,0.01
2018-06-14 10:10:00,6.53,6.53,6.51,6.51,333.0,-0.02,-0.31,6.514,6.513,6.558,562.07,836.14,674.84,0.01
2018-06-14 10:15:00,6.51,6.53,6.53,6.51,201.49,0.02,0.31,6.524,6.512,6.553,346.57,608.58,663.77,0.01
2018-06-14 10:20:00,6.53,6.53,6.51,6.51,240.51,-0.02,-0.31,6.524,6.514,6.547,317.6,518.84,657.24,0.01
2018-06-14 10:25:00,6.51,6.52,6.5,6.5,394.0,-0.01,-0.15,6.514,6.511,6.5415,276.4,486.24,649.59,0.01
2018-06-14 10:30:00,6.5,6.52,6.51,6.49,412.0,0.01,0.15,6.512,6.51,6.5365,316.2,472.54,660.84,0.01
2018-06-14 10:35:00,6.51,6.51,6.49,6.49,295.0,-0.02,-0.31,6.508,6.511,6.53,308.6,435.34,671.34,0.01
2018-06-14 10:40:00,6.49,6.5,6.5,6.48,590.0,0.01,0.15,6.502,6.513,6.525,386.3,366.44,685.84,0.02
2018-06-14 10:45:00,6.5,6.5,6.49,6.49,52.0,-0.01,-0.15,6.498,6.511,6.5195,348.6,333.1,629.59,0.0
2018-06-14 10:50:00,6.49,6.5,6.49,6.49,54.0,0.0,0.0,6.496,6.505,6.515,280.6,278.5,592.77,0.0
2018-06-14 10:55:00,6.49,6.5,6.48,6.48,137.0,-0.01,-0.15,6.49,6.501,6.51,225.6,270.9,553.82,0.0
2018-06-14 11:00:00,6.48,6.49,6.48,6.47,222.65,0.0,0.0,6.488,6.498,6.5055,211.13,259.87,548.0,0.01
2018-06-14 11:05:00,6.48,6.49,6.49,6.48,54.35,0.01,0.15,6.486,6.494,6.503,104.0,245.15,426.87,0.0
2018-06-14 11:10:00,6.49,6.49,6.49,6.47,63.0,0.0,0.0,6.486,6.492,6.503,106.2,227.4,373.12,0.0
2018-06-14 11:15:00,6.49,6.49,6.47,6.47,142.0,-0.02,-0.31,6.482,6.489,6.5,123.8,202.2,344.22,0.0
2018-06-14 11:20:00,6.47,6.48,6.47,6.47,99.65,0.0,0.0,6.48,6.485,6.4975,116.33,170.97,321.75,0.0
2018-06-14 11:25:00,6.47,6.47,6.46,6.45,644.0,-0.01,-0.15,6.476,6.482,6.4965,200.6,205.87,320.6,0.02
2018-06-14 11:30:00,6.46,6.47,6.45,6.45,210.0,-0.01,-0.15,6.468,6.477,6.495,231.73,167.87,267.15,0.01
2018-06-14 13:05:00,6.45,6.46,6.46,6.45,98.0,0.01,0.16,6.462,6.474,6.4925,238.73,172.47,252.78,0.0
2018-06-14 13:10:00,6.46,6.46,6.45,6.44,303.0,-0.01,-0.15,6.458,6.47,6.4875,270.93,197.37,237.93,0.01
2018-06-14 13:15:00,6.45,6.45,6.45,6.45,132.0,0.0,0.0,6.454,6.467,6.484,277.4,196.87,233.88,0.0
2018-06-14 13:20:00,6.45,6.45,6.45,6.44,169.0,0.0,0.0,6.452,6.464,6.481,182.4,191.5,225.68,0.01
2018-06-14 13:25:00,6.45,6.46,6.46,6.44,522.0,0.01,0.16,6.454,6.461,6.4775,244.8,238.27,241.71,0.02
2018-06-14 13:30:00,6.46,6.46,6.46,6.45,181.0,0.0,0.0,6.454,6.458,6.475,261.4,250.07,238.73,0.01
2018-06-14 13:35:00,6.46,6.46,6.45,6.45,111.0,-0.01,-0.15,6.454,6.456,6.4725,223.0,246.97,224.58,0.0
2018-06-14 13:40:00,6.45,6.46,6.46,6.45,43.0,0.01,0.16,6.456,6.455,6.47,205.2,241.3,206.13,0.0
2018-06-14 13:45:00,6.46,6.46,6.45,6.44,738.0,-0.01,-0.15,6.456,6.454,6.468,319.0,250.7,228.28,0.03
2018-06-14 13:50:00,6.45,6.45,6.43,6.43,706.0,-0.02,-0.31,6.45,6.452,6.4645,355.8,300.3,234.08,0.02
2018-06-14 13:55:00,6.43,6.43,6.41,6.4,569.0,-0.02,-0.31,6.44,6.447,6.4605,433.4,347.4,259.93,0.02
2018-06-14 14:00:00,6.41,6.42,6.42,6.4,661.0,0.01,0.16,6.434,6.444,6.457,543.4,383.2,290.28,0.02
2018-06-14 14:05:00,6.42,6.42,6.42,6.41,203.0,0.0,0.0,6.426,6.441,6.454,575.4,390.3,293.58,0.01
2018-06-14 14:10:00,6.42,6.42,6.41,6.41,476.0,-0.01,-0.16,6.418,6.437,6.4505,523.0,421.0,306.25,0.02
2018-06-14 14:15:00,6.41,6.41,6.35,6.35,993.0,-0.06,-0.94,6.402,6.426,6.4435,580.4,468.1,353.18,0.03
2018-06-14 14:20:00,6.35,6.39,6.39,6.35,1120.27,0.04,0.63,6.398,6.419,6.4385,690.65,562.03,406.05,0.04
2018-06-14 14:25:00,6.39,6.39,6.38,6.38,217.0,-0.01,-0.16,6.39,6.412,6.434,601.85,572.63,409.8,0.01
2018-06-14 14:30:00,6.38,6.39,6.39,6.36,1266.0,0.01,0.16,6.384,6.405,6.43,814.45,694.93,468.11,0.04
2018-06-14 14:35:00,6.39,6.44,6.43,6.39,873.0,0.04,0.63,6.388,6.403,6.4285,893.85,708.43,479.56,0.03
2018-06-14 14:40:00,6.43,6.43,6.41,6.41,176.0,-0.02,-0.31,6.4,6.401,6.4265,730.45,655.43,477.86,0.01
2018-06-14 14:45:00,6.41,6.41,6.39,6.37,585.0,-0.02,-0.31,6.4,6.399,6.423,623.4,657.03,502.21,0.02
2018-06-14 14:50:00,6.39,6.4,6.38,6.38,570.0,-0.01,-0.16,6.4,6.395,6.4195,694.0,647.93,515.56,0.02
2018-06-14 14:55:00,6.38,6.39,6.35,6.35,1765.73,-0.03,-0.47,6.392,6.388,6.4145,793.95,804.2,597.25,0.06
2018-06-14 15:00:00,6.35,6.36,6.35,6.34,1333.0,0.0,0.0,6.376,6.382,6.4095,885.95,889.9,655.45,0.05
2018-06-15 09:35:00,6.41,6.54,6.48,6.41,2803.0,0.07,1.09,6.39,6.395,6.4105,1411.35,1070.9,769.5,0.1
2018-06-15 09:40:00,6.48,6.59,6.53,6.48,2809.0,0.05,0.77,6.418,6.409,6.414,1856.15,1239.77,900.9,0.1
2018-06-15 09:45:00,6.53,6.99,6.99,6.53,13225.0,0.46,7.04,6.54,6.47,6.441,4387.15,2540.57,1556.6,0.45
2018-06-15 09:50:00,6.99,6.99,6.99,6.99,5659.0,0.0,0.0,6.668,6.53,6.4675,5165.8,2979.87,1837.4,0.19
2018-06-15 09:55:00,6.99,6.99,6.99,6.99,3714.2,0.0,0.0,6.796,6.586,6.4945,5642.04,3263.99,1986.21,0.13
2018-06-15 10:00:00,6.99,6.99,6.99,6.99,2233.0,0.0,0.0,6.898,6.644,6.5225,5528.04,3469.69,2062.56,0.08
2018-06-15 10:05:00,6.99,6.99,6.99,6.88,41017.3,0.0,0.0,6.99,6.704,6.5515,13169.7,7512.92,4084.98,1.39
2018-06-15 10:10:00,6.99,6.99,6.99,6.99,772.0,0.0,0.0,6.99,6.765,6.58,10679.1,7533.12,4090.52,0.03
2018-06-15 10:15:00,6.99,6.99,6.99,6.99,674.0,0.0,0.0,6.99,6.829,6.6085,9682.1,7423.95,4114.08,0.02
2018-06-15 10:20:00,6.99,6.99,6.99,6.99,645.0,0.0,0.0,6.99,6.893,6.6375,9068.26,7355.15,4122.52,0.02
2018-06-15 10:25:00,6.99,6.99,6.99,6.99,670.0,0.0,0.0,6.99,6.944,6.6695,8755.66,7141.85,4106.38,0.02
2018-06-15 10:30:00,6.99,6.99,6.99,6.99,561.0,0.0,0.0,6.99,6.99,6.6995,664.4,6917.05,4078.41,0.02
2018-06-15 10:35:00,6.99,6.99,6.99,6.99,639.0,0.0,0.0,6.99,6.99,6.73,637.8,5658.45,4099.51,0.02
2018-06-15 10:40:00,6.99,6.99,6.99,6.99,753.0,0.0,0.0,6.99,6.99,6.76,653.6,5167.85,4073.86,0.03
2018-06-15 10:45:00,6.99,6.99,6.99,6.99,685.0,0.0,0.0,6.99,6.99,6.788,661.6,4864.93,4064.46,0.02
2018-06-15 10:50:00,6.99,6.99,6.99,6.99,1916.49,0.0,0.0,6.99,6.99,6.817,910.9,4833.28,4151.49,0.06
2018-06-15 10:55:00,6.99,6.99,6.99,6.99,2491.0,0.0,0.0,6.99,6.99,6.847,1296.9,980.65,4246.79,0.08
2018-06-15 11:00:00,6.99,6.99,6.99,6.99,340.0,0.0,0.0,6.99,6.99,6.8775,1237.1,937.45,4235.29,0.01
2018-06-15 11:05:00,6.99,6.99,6.99,6.99,160.0,0.0,0.0,6.99,6.99,6.9095,1118.5,886.05,4155.0,0.01
2018-06-15 11:10:00,6.99,6.99,6.99,6.99,402.0,0.0,0.0,6.99,6.99,6.9415,1061.9,861.75,4108.45,0.01
2018-06-15 11:15:00,6.99,6.99,6.99,6.99,2005.0,0.0,0.0,6.99,6.99,6.967,1079.6,995.25,4068.55,0.07
2018-06-15 11:20:00,6.99,6.99,6.99,6.99,130.0,0.0,0.0,6.99,6.99,6.99,607.4,952.15,3934.6,0.0
2018-06-15 11:25:00,6.99,6.99,6.99,6.99,548.0,0.0,0.0,6.99,6.99,6.99,649.0,943.05,3300.75,0.02
2018-06-15 11:30:00,6.99,6.99,6.99,6.99,547.0,0.0,0.0,6.99,6.99,6.99,726.4,922.45,3045.15,0.02
2018-06-15 13:05:00,6.99,6.99,6.99,6.99,1471.0,0.0,0.0,6.99,6.99,6.99,940.2,1001.05,2932.99,0.05
2018-06-15 13:10:00,6.99,6.99,6.99,6.99,656.0,0.0,0.0,6.99,6.99,6.99,670.4,875.0,2854.14,0.02
2018-06-15 13:15:00,6.99,6.99,6.99,6.99,786.0,0.0,0.0,6.99,6.99,6.99,801.6,704.5,842.58,0.03
2018-06-15 13:20:00,6.99,6.99,6.99,6.99,207.0,0.0,0.0,6.99,6.99,6.99,733.4,691.2,814.33,0.01
2018-06-15 13:25:00,6.99,6.99,6.99,6.99,407.0,0.0,0.0,6.99,6.99,6.99,705.4,715.9,800.98,0.01
2018-06-15 13:30:00,6.99,6.99,6.99,6.99,464.0,0.0,0.0,6.99,6.99,6.99,504.0,722.1,791.93,0.02
2018-06-15 13:35:00,6.99,6.99,6.99,6.99,186.0,0.0,0.0,6.99,6.99,6.99,410.0,540.2,767.73,0.01
2018-06-15 13:40:00,6.99,6.99,6.99,6.99,104.0,0.0,0.0,6.99,6.99,6.99,273.6,537.6,744.88,0.0
2018-06-15 13:45:00,6.99,6.99,6.99,6.99,307.0,0.0,0.0,6.99,6.99,6.99,293.6,513.5,728.28,0.01
2018-06-15 13:50:00,6.99,6.99,6.99,6.99,52.0,0.0,0.0,6.99,6.99,6.99,222.6,464.0,693.23,0.0
2018-06-15 13:55:00,6.99,6.99,6.99,6.99,45.0,0.0,0.0,6.99,6.99,6.99,138.8,321.4,661.23,0.0
2018-06-15 14:00:00,6.99,6.99,6.99,6.99,250.0,0.0,0.0,6.99,6.99,6.99,151.6,280.8,577.9,0.01
2018-06-15 14:05:00,6.99,6.99,6.99,6.99,205.0,0.0,0.0,6.99,6.99,6.99,171.8,222.7,463.6,0.01
2018-06-15 14:10:00,6.99,6.99,6.99,6.99,185.0,0.0,0.0,6.99,6.99,6.99,147.4,220.5,455.85,0.01
2018-06-15 14:15:00,6.99,6.99,6.99,6.99,138.0,0.0,0.0,6.99,6.99,6.99,164.6,193.6,454.75,0.0
2018-06-15 14:20:00,6.99,6.99,6.99,6.99,92.0,0.0,0.0,6.99,6.99,6.99,174.0,156.4,439.25,0.0
2018-06-15 14:25:00,6.99,6.99,6.99,6.99,289.0,0.0,0.0,6.99,6.99,6.99,181.8,166.7,353.45,0.01
2018-06-15 14:30:00,6.99,6.99,6.99,6.99,289.0,0.0,0.0,6.99,6.99,6.99,198.6,185.2,361.4,0.01
2018-06-15 14:35:00,6.99,6.99,6.99,6.99,360.19,0.0,0.0,6.99,6.99,6.99,233.64,190.52,352.01,0.01
2018-06-15 14:40:00,6.99,6.99,6.99,6.99,553.0,0.0,0.0,6.99,6.99,6.99,316.64,240.62,352.31,0.02
2018-06-15 14:45:00,6.99,6.99,6.99,6.99,187.0,0.0,0.0,6.99,6.99,6.99,335.64,254.82,288.11,0.01
2018-06-15 14:50:00,6.99,6.99,6.99,6.99,610.0,0.0,0.0,6.99,6.99,6.99,399.84,290.82,285.81,0.02
2018-06-15 14:55:00,6.99,6.99,6.99,6.99,291.0,0.0,0.0,6.99,6.99,6.99,400.24,299.42,261.06,0.01
2018-06-15 15:00:00,6.99,6.99,6.99,6.99,99.0,0.0,0.0,6.99,6.99,6.99,348.0,290.82,255.66,0.0
